kategori,nama_wisata,latitude,longitude,alamat,provinsi,kota_kabupaten,nama_lengkap,path_gambar,deskripsi_bersih
wisata kuliner,Pasar Mas,-8.5446439,115.2721291,"Pasar Desa Adat Mas Ubud, Jalan Kemuning, Mas, Kecamatan Ubud, Gianyar, Bali, Nusa Tenggara, 80571, Indonesia",Bali,Gianyar,"Pasar Mas, Gianyar, Bali",gambar_wisata/Pasar_Mas,Deskripsi tidak ditemukan
wisata kuliner,Pasar Modern Mamuju,-2.672303,118.8919325,"Pusat Pertokoan Modern Mamuju, Jalan Sultan Hasanuddin, Mamuju, Sulawesi Barat, Sulawesi, 91515, Indonesia",Sulawesi Barat,Mamuju,"Pasar Modern Mamuju, Mamuju, Sulawesi Barat",gambar_wisata/Pasar_Modern_Mamuju,Berikut ini daftar proyek infrastruktur yang diresmikan oleh Presiden Republik Indonesia ke 7 Joko Widodo yang menjabat mulai 20 Oktober 2014 sampai 20 Oktober 2024
wisata kuliner,Pasar Pagi Medan,3.6856948,98.6914596,"Pasar Pagi Yuka, Jalan Pancing I, Medan Labuhan, Kota Medan ᯔᯩᯑᯉ᯲, Sumatera Utara, Sumatera, 20251, Indonesia",Sumatera Utara,Kota Medan ,"Pasar Pagi Medan, Kota Medan ᯔᯩᯑᯉ᯲, Sumatera Utara",gambar_wisata/Pasar_Pagi_Medan,Deskripsi tidak ditemukan
wisata kuliner,Pasar Palangkaraya,-2.2081836,113.9370335,"Pasar Malam, Jalan Halmahera, Pahandut, Palangka Raya, Kalimantan Tengah, Kalimantan, 74874, Indonesia",Kalimantan Tengah,Palangka Raya,"Pasar Palangkaraya, Palangka Raya, Kalimantan Tengah",gambar_wisata/Pasar_Palangkaraya,"Kalimantan Tengah (diakronimkan: Kalteng) adalah salah satu provinsi di Pulau Kalimantan, Indonesia. Ibu kota provinsi ini berada di Kota Palangka Raya."
wisata kuliner,Pasar Rakyat Kendari,-3.9816193,122.5849864,"Pasar Rakyat Lapulu, Jalan Setia Budi, Poasia, Kendari, Sulawesi Tenggara, Sulawesi, 93234, Indonesia",Sulawesi Tenggara,Kendari,"Pasar Rakyat Kendari, Kendari, Sulawesi Tenggara",gambar_wisata/Pasar_Rakyat_Kendari,"Kota Kendari adalah sebuah kota sekaligus ibu kota dan pusat pemerintahan dari Provinsi Sulawesi Tenggara, Indonesia. Kendari diresmikan sebagai kotamadya (kini kota) dengan UU RI No."
wisata kuliner,Pasar Sanggau,-0.0329966,110.1113959,"PASAR TAYAN, Jembatan Tayan, Pulau Tayan Utara, Tayan Hilir, Sanggau, Kalimantan Barat, Kalimantan, Indonesia",Kalimantan Barat,Sanggau,"Pasar Sanggau, Sanggau, Kalimantan Barat",gambar_wisata/Pasar_Sanggau,"Kerajaan Sanggau ( Bahasa Sanggau dengan Aksara Arab Melayu (Jawi):     ) adalah sebuah kerajaan yang berkelanjutan dari Kerajaan Labai Lawai kepemimpinan Dara Nante pada era Sriwijaya dan kemudian berada di Mengkiang (kota lama) pada awal abad ke-15. Nama ""Sanggau"" sendiri diambil dari kata Sangga yang mana nama ini diambil karena kerajaan menjadi institusi penyangga baik dari segi ekonomi maupun pertahanan."
wisata kuliner,Pasar Santa,-6.2391928,106.8077643,"Pasar Santa, Jalan Robert Wolter Monginsidi, RW 06, Petogogan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, 12180, Indonesia",,Daerah Khusus ibukota Jakarta,"Pasar Santa, Daerah Khusus ibukota Jakarta, nan",gambar_wisata/Pasar_Santa,"Kota Tegal (bahasa Jawa: Hanacaraka:  , Pegon  , Hanzi:  , Belanda: Tagal) adalah sebuah satu kota di Provinsi Jawa Tengah, Indonesia. Kota ini pernah menjadi cikal-bakal berdirinya Korps Marinir seperti tercatat dalam Pangkalan IV ALRI Tegal dengan nama Corps Mariniers, pada 15 November 1945."
wisata kuliner,Pasar Santa Jakarta,-6.2391928,106.8077643,"Pasar Santa, Jalan Robert Wolter Monginsidi, RW 06, Petogogan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, 12180, Indonesia",,Daerah Khusus ibukota Jakarta,"Pasar Santa Jakarta, Daerah Khusus ibukota Jakarta, nan",gambar_wisata/Pasar_Santa_Jakarta,"Kota Tegal (bahasa Jawa: Hanacaraka:  , Pegon  , Hanzi:  , Belanda: Tagal) adalah sebuah satu kota di Provinsi Jawa Tengah, Indonesia. Kota ini pernah menjadi cikal-bakal berdirinya Korps Marinir seperti tercatat dalam Pangkalan IV ALRI Tegal dengan nama Corps Mariniers, pada 15 November 1945."
wisata kuliner,Pasar Seni Ampenan,-8.5659896,116.1270748,"Pasar Seni Sayang-Sayang, Jalan Jendral Sudirman, Lingk. Gegutu Timur, Kel. Karang Baru, Gegutu, Mataram, Kec. Selaparang, Nusa Tenggara Barat, Nusa Tenggara, 83124, Indonesia",Nusa Tenggara Barat,Mataram,"Pasar Seni Ampenan, Mataram, Nusa Tenggara Barat",gambar_wisata/Pasar_Seni_Ampenan,"Beberapa daftar dibuat berdasarkan daftar anggota Asosiasi Museum Indonesia dan data master warisan budaya benda Kementerian Pendidikan dan Kebudayaan (Kemendikbud), maka dari itu beberapa daftar membedakan museum dan cagar budaya berdasarkan standar atau kode unik museum dan cagar budaya oleh Kemendikbud."
wisata kuliner,Pasar Seni Cakranegara,-8.5659896,116.1270748,"Pasar Seni Sayang-Sayang, Jalan Jendral Sudirman, Lingk. Gegutu Timur, Kel. Karang Baru, Gegutu, Mataram, Kec. Selaparang, Nusa Tenggara Barat, Nusa Tenggara, 83124, Indonesia",Nusa Tenggara Barat,Mataram,"Pasar Seni Cakranegara, Mataram, Nusa Tenggara Barat",gambar_wisata/Pasar_Seni_Cakranegara,"Kerajaan Medang (Jawa kuno:    , translit. ka atwan m a ) atau sering disebut juga Medang Kuno adalah kerajaan agraris sekaligus talasokrasi yang berdiri di Jawa Tengah pada abad ke-8 Masehi, didirikan oleh Sanjaya, kemudian berpindah ke Jawa Timur pada abad ke-10 Masehi, pada masa Dyah Balitung dan Dyah Pu Sindok."
wisata kuliner,Pasar Seni Mataram,-8.5659896,116.1270748,"Pasar Seni Sayang-Sayang, Jalan Jendral Sudirman, Lingk. Gegutu Timur, Kel. Karang Baru, Gegutu, Mataram, Kec. Selaparang, Nusa Tenggara Barat, Nusa Tenggara, 83124, Indonesia",Nusa Tenggara Barat,Mataram,"Pasar Seni Mataram, Mataram, Nusa Tenggara Barat",gambar_wisata/Pasar_Seni_Mataram,"Kerajaan Medang (Jawa kuno:    , translit. ka atwan m a ) atau sering disebut juga Medang Kuno adalah kerajaan agraris sekaligus talasokrasi yang berdiri di Jawa Tengah pada abad ke-8 Masehi, didirikan oleh Sanjaya, kemudian berpindah ke Jawa Timur pada abad ke-10 Masehi, pada masa Dyah Balitung dan Dyah Pu Sindok."
wisata kuliner,Pasar Seni Sukawati,-8.5964842,115.2824354,"Pasar Seni Sukawati, Jalan Raya Sukawati, Sukawati, Gianyar, Bali, Nusa Tenggara, 80582, Indonesia",Bali,Gianyar,"Pasar Seni Sukawati, Gianyar, Bali",gambar_wisata/Pasar_Seni_Sukawati,"Pasar Sukawati merupakan pasar seni yang terletak di Kabupaten Gianyar, Bali. Pasar ini menjual berbagai kerajinan seni khas Bali seperti sandal manik-manik, pakaian, tas, lukisan, patung kayu dan lain - lain.Pasar ini berdiri sekitar tahun 1980an dan dibuka setiap hari mulai pukul 08.00 hingga pukul 18.00 WITA."
wisata kuliner,Pasar Sentral Kendari,-3.9937375,122.5145946,"Pasar Sentral Wua-Wua, Jalan M.T. Haryono, Bende, Kendari, Sulawesi Tenggara, Sulawesi, 93117, Indonesia",Sulawesi Tenggara,Kendari,"Pasar Sentral Kendari, Kendari, Sulawesi Tenggara",gambar_wisata/Pasar_Sentral_Kendari,"Kota Raha adalah ibukota Kabupaten Muna. Kota ini juga salah satu kota di provinsi Sulawesi Tenggara, Indonesia."
wisata kuliner,Pasar Sentral Makassar,-5.1289467,119.4151115,"Pasar Sentral Makassar, Jalan Agus Salim, Makassar Mall, Ende, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Sulawesi Selatan,Makassar,"Pasar Sentral Makassar, Makassar, Sulawesi Selatan",gambar_wisata/Pasar_Sentral_Makassar,"Selat Makassar merupakan selat yang terletak di antara pulau Kalimantan dan Sulawesi di Indonesia serta masuk dalam wilayah tektonik kompleks di tepi lempeng Eurasia. Bagian utara selat Makassar yang berhubungan langsung dengan Laut Sulawesi merupakan bagian terdalam, yaitu mencapai 2500m."
wisata kuliner,Pasar Tengah,0.3847201,109.9597377,"Pasar Tengah, Hilir Kantor, Ngabang, Landak, Kalimantan Barat, Kalimantan, 79357, Indonesia",Kalimantan Barat,Landak,"Pasar Tengah, Landak, Kalimantan Barat",gambar_wisata/Pasar_Tengah,"Kalimantan Tengah (diakronimkan: Kalteng) adalah salah satu provinsi di Pulau Kalimantan, Indonesia. Ibu kota provinsi ini berada di Kota Palangka Raya."
wisata kuliner,Pasar Tenggarong,-0.4142333,116.9908324,"Pasar Seni, Jalan Pangeran Diponegoro, Panji, Kutai Kartanegara, Kalimantan Timur, Kalimantan, 75514, Indonesia",Kalimantan Timur,Kutai Kartanegara,"Pasar Tenggarong, Kutai Kartanegara, Kalimantan Timur",gambar_wisata/Pasar_Tenggarong,"Tenggarong Seberang merupakan sebuah kecamatan yang terletak di wilayah tengah Kabupaten Kutai Kartanegara, Kalimantan Timur, Indonesia. Posisi kecamatan terletak antara ibu kota Kabupaten Kutai Kartanegara, Tenggarong, dengan ibu kota Provinsi Kalimantan Timur, Samarinda."
wisata kuliner,Pasar Triwindu,-7.5691924,110.8225741,"Pasar Triwindu, Jalan Diponegoro, Kemlayan, Surakarta, Kecamatan Serengan, Jawa Tengah, Jawa, 57131, Indonesia",Jawa Tengah,Surakarta,"Pasar Triwindu, Surakarta, Jawa Tengah",gambar_wisata/Pasar_Triwindu,"Pasar Triwindu Ngarsopuro (bahasa Jawa:  , translit. Pasar Triwindhu Ngarsapura) adalah pasar barang-barang antik, tiruannya, serta onderdil khusus (klithikan) yang berada di Kota Surakarta."
wisata kuliner,Pasar Wakatobi,-5.7265845,123.8993053,"Pasar Waha, Jalan Raya, Waha, Wakatobi, Sulawesi Tenggara, Sulawesi, Indonesia",Sulawesi Tenggara,Wakatobi,"Pasar Wakatobi, Wakatobi, Sulawesi Tenggara",gambar_wisata/Pasar_Wakatobi,"Tomia adalah sebuah kecamatan di Kabupaten Wakatobi, Sulawesi Tenggara, Indonesia.
Sejak menjadi daerah otonom dan berpisah dari Kabupaten Buton, Wakatobi terus berbenah dan mempercantik diri dengan pembangunan berbasis kemasyarakatan."
wisata kuliner,Pecenongan Jakarta,-6.1677221,106.8282105,"Pecenongan, Jalan Insinyur Haji Juanda, RW 04, Kebon Kelapa, Gambir, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10120, Indonesia",,Daerah Khusus ibukota Jakarta,"Pecenongan Jakarta, Daerah Khusus ibukota Jakarta, nan",gambar_wisata/Pecenongan_Jakarta,Deskripsi tidak ditemukan
wisata kuliner,Pempek Candy Palembang,-2.986352,104.7440276,"Pempek Candy, Kapten A. Rivai, Bukit Kecil, Palembang, Sumatera Selatan, Sumatera, 30135, Indonesia",Sumatera Selatan,Palembang,"Pempek Candy Palembang, Palembang, Sumatera Selatan",gambar_wisata/Pempek_Candy_Palembang,Deskripsi tidak ditemukan
wisata kuliner,Rujak Cingur Genteng Surabaya,-7.2554948,112.740236,"Rujak Cingur Ahmad Jais, No.40, Jalan Achmad Jais, RW 02, Peneleh, Genteng, Surabaya, Jawa Timur, Jawa, 60274, Indonesia",Jawa Timur,Surabaya,"Rujak Cingur Genteng Surabaya, Surabaya, Jawa Timur",gambar_wisata/Rujak_Cingur_Genteng_Surabaya,"Kota Surabaya (bahasa Jawa: Hanacaraka:  , Pegon:    , translit. Kuth  Sur b y ; pengucapan bahasa Jawa: [ku  sur b j ]; pelafalan dalam bahasa Indonesia: [sura baja] ) adalah ibu kota Provinsi Jawa Timur yang menjadi pusat pemerintahan dan perekonomian sekaligus kota terbesar di provinsi tersebut."
wisata kuliner,Sate Klatak Pak Pong,-7.8680486,110.3905995,"Sate Klatak pak Pong, Jalan Imogiri Timur, Wonokromo, Pleret, Bantul, Daerah Istimewa Yogyakarta, Jawa, 55791, Indonesia",Daerah Istimewa Yogyakarta,Bantul,"Sate Klatak Pak Pong, Bantul, Daerah Istimewa Yogyakarta",gambar_wisata/Sate_Klatak_Pak_Pong,Deskripsi tidak ditemukan
wisata kuliner,Sate Maranggi Cibungur,-6.4717694,107.4804409,"Sate Maranggi Cibungur, Jalan Raya Ciwangi, Cibungur, Purwakarta, Jawa Barat, Jawa, 41181, Indonesia",Jawa Barat,Purwakarta,"Sate Maranggi Cibungur, Purwakarta, Jawa Barat",gambar_wisata/Sate_Maranggi_Cibungur,"Kabupaten Purwakarta (bahasa Sunda:  ) adalah sebuah wilayah kabupaten yang terletak di Provinsi Jawa Barat, Indonesia. Ibu kota kabupaten ini berada di Kecamatan Purwakarta Kota."
wisata kuliner,Sate Padang Ajo Ramon Jakarta,-6.241668,106.8104485,"Sate Padang Ajo Ramon, Jalan Cikajang, RW 05, Petogogan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, 12170, Indonesia",,Daerah Khusus ibukota Jakarta,"Sate Padang Ajo Ramon Jakarta, Daerah Khusus ibukota Jakarta, nan",gambar_wisata/Sate_Padang_Ajo_Ramon_Jakarta,Deskripsi tidak ditemukan
wisata kuliner,Saung Angklung Udjo,-6.8982695,107.6552971,"Saung Angklung Udjo, Jalan Padasuka, Pasirlayung, Cibeunying Kidul, Kota Bandung, Jawa Barat, Jawa, 40282, Indonesia",Jawa Barat,Kota Bandung,"Saung Angklung Udjo, Kota Bandung, Jawa Barat",gambar_wisata/Saung_Angklung_Udjo,"Kota Bandung (bahasa Sunda:    , Pegon:  , Hanzi:  , translit. Bandung; pelafalan dalam bahasa Indonesia: [ban.du ] ) adalah sebuah kota sekaligus menjadi ibu kota provinsi di Provinsi Jawa Barat, Indonesia."
wisata kuliner,Soto Kadipiro Yogyakarta,-7.8006662,110.3462144,"Warung Soto Kadipiro, 33, Jalan Wates, Ngestiharjo, Kasihan, Bantul, Daerah Istimewa Yogyakarta, Jawa, 55182, Indonesia",Daerah Istimewa Yogyakarta,Bantul,"Soto Kadipiro Yogyakarta, Bantul, Daerah Istimewa Yogyakarta",gambar_wisata/Soto_Kadipiro_Yogyakarta,Deskripsi tidak ditemukan
wisata kuliner,Soto Lamongan Cak Har Surabaya,-7.295653,112.7812929,"Soto Ayam Lamongan Cak Har, No.220, Jalan Klampis Harapan X, RW 08, Klampis Ngasem, Sukolilo, Surabaya, Jawa Timur, Jawa, 60119, Indonesia",Jawa Timur,Surabaya,"Soto Lamongan Cak Har Surabaya, Surabaya, Jawa Timur",gambar_wisata/Soto_Lamongan_Cak_Har_Surabaya,"Sukolilo (bahasa Jawa:  , translit. Suka Lila, [suk  lil ]) adalah sebuah kecamatan di timur Kota Surabaya, Jawa Timur."
wisata kuliner,Sudirman Street Bandung,-6.9210257,107.6005987,"Jalan Sudirman, Karanganyar, Astanaanyar, Kota Bandung, Jawa Barat, Jawa, 40181, Indonesia",Jawa Barat,Kota Bandung,"Sudirman Street Bandung, Kota Bandung, Jawa Barat",gambar_wisata/Sudirman_Street_Bandung,"Cijerah adalah salah satu kelurahan di Kecamatan Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia. Terletak di ujung barat Kota Bandung berbatasan dengan Kota Cimahi"
wisata lampion,Mahakam Lampion Garden Samarinda,-0.5063239,117.1196173,"Mahakam Lampion Garden, Jalan Slamet Riyadi, Karang Asam Ilir, Sungai Kunjang, Samarinda, Kalimantan Timur, Kalimantan, 75126, Indonesia",Kalimantan Timur,Samarinda,"Mahakam Lampion Garden Samarinda, Samarinda, Kalimantan Timur",gambar_wisata/Mahakam_Lampion_Garden_Samarinda,Deskripsi tidak ditemukan
wisata lampion,Taman Pelangi Yogyakarta,-7.7502983,110.3694758,"Taman Pelangi Jogja - Taman Lampion, Jalan Ring Road Utara, Sinduadi, Mlati, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55284, Indonesia",Daerah Istimewa Yogyakarta,Sleman,"Taman Pelangi Yogyakarta, Sleman, Daerah Istimewa Yogyakarta",gambar_wisata/Taman_Pelangi_Yogyakarta,"Indonesia, dengan nama resmi Republik Indonesia, adalah sebuah negara kepulauan di Asia Tenggara yang dilintasi garis khatulistiwa dan berada di antara daratan benua Asia dan Oseania sehingga dikenal sebagai negara lintas benua, serta antara Samudra Pasifik dan Samudra Hindia. 
Indonesia merupakan negara terluas ke-14 sekaligus negara kepulauan terbesar di dunia dengan luas wilayah sebesar 1.904.569 km , serta negara dengan pulau terbanyak ke-6 di dunia, dengan jumlah 17.504 pulau."
wisata religi,Candi Borobudur,-7.6079583,110.2038245,"Borobudur, jalur, Borobudur, Magelang, Jawa Tengah, Jawa, 56553, Indonesia",Jawa Tengah,Magelang,"Candi Borobudur, Magelang, Jawa Tengah",gambar_wisata/Candi_Borobudur,"Borobudur (bahasa Jawa:  , translit. Barabudhur) adalah sebuah kecamatan di Kabupaten Magelang, Jawa Tengah, Indonesia."
wisata religi,Gereja HKBP Medan,3.5393577,98.6980359,"Gereja HKBP, Jalan Gereja, Harjosari, Medan Amplas, Kota Medan ᯔᯩᯑᯉ᯲, Sumatera Utara, Sumatera, 20147, Indonesia",Sumatera Utara,Kota Medan ,"Gereja HKBP Medan, Kota Medan ᯔᯩᯑᯉ᯲, Sumatera Utara",gambar_wisata/Gereja_HKBP_Medan,"Kota Medan (Abjad Jawi:  ; Surat Batak:  ; Aksara Han:  ; Aksara Tamil:  ) adalah ibu kota Provinsi Sumatera Utara, Indonesia. Kota ini merupakan kota terbesar keempat di Indonesia setelah DKI Jakarta, Surabaya, dan Bandung serta kota terbesar di luar Pulau Jawa, sekaligus kota terbesar di Pulau Sumatra."
wisata religi,Gereja Katedral Bogor,-6.5968873,106.7931829,"Gereja Beatae Mariae Virginis (BMV) Katedral Bogor, 22, Jalan Kapten Muslihat, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16122, Indonesia",Jawa Barat,Bogor,"Gereja Katedral Bogor, Bogor, Jawa Barat",gambar_wisata/Gereja_Katedral_Bogor,"Kota Bogor (bahasa Sunda:  , bahasa Belanda: Buitenzorg) adalah sebuah kota yang terletak di Provinsi Jawa Barat, Indonesia. Kota Bogor terletak sekitar 51 km arah selatan dari Provinsi DKI Jakarta dan 120 km arah tenggara dari Kota Bandung, serta merupakan enklave dari Kabupaten Bogor."
wisata religi,Gereja Katedral Jakarta,-6.1692046,106.8332373,"Katedral Jakarta, Jalan Lapangan Banteng Utara, RW 08, Pasar Baru, Sawah Besar, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10120, Indonesia",,Daerah Khusus ibukota Jakarta,"Gereja Katedral Jakarta, Daerah Khusus ibukota Jakarta, nan",gambar_wisata/Gereja_Katedral_Jakarta,"Australia, dengan nama resmi Persemakmuran Australia (bahasa Inggris: Commonwealth of Australia), adalah sebuah negara di belahan Bumi selatan yang terdiri dari daratan utama benua Australia, Pulau Tasmania, dan berbagai pulau kecil di Samudra Hindia, dan Samudra Pasifik. Negara-negara yang bertetangga dengan Australia diantaranya adalah Indonesia, Timor Leste, dan Papua Nugini di utara; Kepulauan Solomon, Vanuatu, dan Kaledonia Baru di timur-laut; dan Selandia Baru di tenggara."
wisata religi,Gereja Santa Maria de Fatima Glodok,-6.1437969,106.8121133,"Gereja Katolik Santa Maria De Fatima, Jalan Kemenangan III, RW 02, Glodok, Taman Sari, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, 11120, Indonesia",,Daerah Khusus ibukota Jakarta,"Gereja Santa Maria de Fatima Glodok, Daerah Khusus ibukota Jakarta, nan",gambar_wisata/Gereja_Santa_Maria_de_Fatima_Glodok,Deskripsi tidak ditemukan
wisata religi,Gereja Santa Perawan Maria Surabaya,-7.2420553,112.7369704,"Gereja Santa Perawan Maria, Jalan Kepanjen, RW 08, Krembangan Selatan, Krembangan, Surabaya, Jawa Timur, Jawa, 60161, Indonesia",Jawa Timur,Surabaya,"Gereja Santa Perawan Maria Surabaya, Surabaya, Jawa Timur",gambar_wisata/Gereja_Santa_Perawan_Maria_Surabaya,"Gereja Kelahiran Santa Perawan Maria adalah sebuah gereja paroki Katolik dan merupakan salah satu gereja tertua yang terletak di kota Surabaya, Jawa Timur, Indonesia. Berlokasi di Jalan Kepanjen, Surabaya, bangunan religius ini berdampingan dengan gedung SMA Katolik Frateran Surabaya."
wisata religi,Gereja Santa Theresia Jakarta,-6.1889243,106.8254861,"Gereja Santa Theresia, Jalan Gereja Theresia, RW 04, Gondangdia, Menteng, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10350, Indonesia",,Daerah Khusus ibukota Jakarta,"Gereja Santa Theresia Jakarta, Daerah Khusus ibukota Jakarta, nan",gambar_wisata/Gereja_Santa_Theresia_Jakarta,Deskripsi tidak ditemukan
wisata religi,Makam Sunan Ampel Surabaya,-7.2299754,112.7422732,"Makam Sunan Ampel, Jalan Ampel Masjid, Masjid Agung Ampel, Ampel, Semampir, Surabaya, Jawa Timur, Jawa, 60151, Indonesia",Jawa Timur,Surabaya,"Makam Sunan Ampel Surabaya, Surabaya, Jawa Timur",gambar_wisata/Makam_Sunan_Ampel_Surabaya,Ali Rahmatullah atau yang dikenal dengan Sunan Ampel adalah seorang wali yang menyebarkan ajaran Islam di Tanah Jawa. Ia lahir pada tahun 1401 di daerah Champa.
wisata religi,Makam Sunan Bonang Tuban,-6.8945426,112.0633171,"Makam Sunan Bonang, Kutorejo Gang VIII, RT.03, RW.01, Kutorejo, Tuban, Jawa Timur, Jawa, 62313, Indonesia",Jawa Timur,Tuban,"Makam Sunan Bonang Tuban, Tuban, Jawa Timur",gambar_wisata/Makam_Sunan_Bonang_Tuban,"Kabupaten Tuban (bahasa Jawa: Hanacaraka:   Pegon:  ; pengucapan bahasa Jawa: [ t uban]), adalah sebuah wilayah kabupaten yang terletak di Provinsi Jawa Timur, Indonesia. Ibu kotanya adalah Kecamatan Tuban."
wisata religi,Makam Sunan Giri Gresik,-7.1688945,112.6310331,"Makam Sunan Giri, Kebomas, Gresik, Jawa Timur, Jawa, Indonesia",Jawa Timur,Gresik,"Makam Sunan Giri Gresik, Gresik, Jawa Timur",gambar_wisata/Makam_Sunan_Giri_Gresik,Sunan Gresik atau Maulana Malik Ibrahim (w. 1419 M/822 H) Sebagian rakyat malah menyebutnya Kakek Bantal adalah Pemimpin Walisongo generasi pertama dalam menyebarkan agama Islam di Tanah Jawa.
wisata religi,Makam Sunan Gunung Jati Cirebon,-6.6711938,108.5400589,"Makam Sunan Gunung Jati, Kalisapu, Kabupaten Cirebon, Jawa Barat, Jawa, Indonesia",Jawa Barat,Kabupaten Cirebon,"Makam Sunan Gunung Jati Cirebon, Kabupaten Cirebon, Jawa Barat",gambar_wisata/Makam_Sunan_Gunung_Jati_Cirebon,"Kabupaten Cirebon adalah kabupaten yang berada di bagian timur laut Provinsi Jawa Barat, Indonesia. Ibu kota kabupaten ini terletak di Kecamatan Sumber."
wisata religi,Masjid 99 Kubah Makassar,-5.1437762,119.4040219,"Masjid 99 Kubah Asmaul-Husna, Jalan Penghibur, Maloku, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Sulawesi Selatan,Makassar,"Masjid 99 Kubah Makassar, Makassar, Sulawesi Selatan",gambar_wisata/Masjid_99_Kubah_Makassar,"Masjid 99 Kubah (bahasa Arab:      ) atau yang lebih dikenal dengan Masjid Asmaulhusna (bahasa Arab:      ) adalah sebuah masjid bersejarah yang berada di Kota Makassar, Provinsi Sulawesi Selatan, Indonesia. Masjid ini dibangun pada tahun 2017 dan diresmikan pada tahun 2023."
wisata religi,Masjid Agung Demak,-6.8947303,110.6374327,"Masjid Agung Demak, Jalan Sultan Fattah, Kauman, Demak, Jawa Tengah, Jawa, 59517, Indonesia",Jawa Tengah,Demak,"Masjid Agung Demak, Demak, Jawa Tengah",gambar_wisata/Masjid_Agung_Demak,"Masjid Agung Demak (abjad Pegon:      ) adalah salah satu kompleks masjid tertua yang berada di Kabupaten Demak, Provinsi Jawa Tengah, Indonesia. Masjid ini diyakini dibangun oleh Wali Sanga penyebar agama Islam di Pulau Jawa dengan sosok yang paling menonjol Sunan Kalijaga, pada masa penguasa Kesultanan Demak pertama, Raden Patah pada abad ke-15."
wisata religi,Masjid Agung Gorontalo,0.5379076,123.0603093,"Masjid Agung Baiturrahim, Jalan Nani Wartabone, Gorontalo, Sulawesi, 96114, Indonesia",Gorontalo,Gorontalo,"Masjid Agung Gorontalo, Gorontalo, Gorontalo",gambar_wisata/Masjid_Agung_Gorontalo,"Kota Gorontalo (Jawi Melayu:    )(Silita Hulontalo: Kota Hulontalo) merupakan ibu kota Provinsi Gorontalo, Indonesia sekaligus menjadi kota Kawasan Teluk Tomini di Semenanjung Utara Pulau Sulawesi.
Kota Gorontalo merupakan kota terbesar dan terpadat penduduknya di wilayah Teluk Tomini (Teluk Gorontalo), sehingga menjadikan Kota Gorontalo sebagai pusat ekonomi, jasa dan perdagangan, pendidikan, hingga pusat penyebaran agama Islam di Kawasan Indonesia Timur."
wisata religi,Masjid Agung Jawa Tengah Semarang,-6.9836458,110.4455923,"Masjid Agung Jawa Tengah, Jalan Jolotundo Gang V, RW 02, Sambirejo, Gayamsari, Kota Semarang, Jawa Tengah, Jawa, 50162, Indonesia",Jawa Tengah,Kota Semarang,"Masjid Agung Jawa Tengah Semarang, Kota Semarang, Jawa Tengah",gambar_wisata/Masjid_Agung_Jawa_Tengah_Semarang,"Kota Semarang (bahasa Jawa: Hanacaraka:  , Pegon:  , Hanzi:  , translit. Semarang) adalah ibu kota provinsi Jawa Tengah, Indonesia."
wisata religi,Masjid Agung Surabaya,-7.229971,112.7428733,"Masjid Agung Sunan Ampel, 53, Jalan Ampel Masjid, Masjid Agung Ampel, Ampel, Semampir, Surabaya, Jawa Timur, Jawa, 60151, Indonesia",Jawa Timur,Surabaya,"Masjid Agung Surabaya, Surabaya, Jawa Timur",gambar_wisata/Masjid_Agung_Surabaya,"Kota Surabaya (bahasa Jawa: Hanacaraka:  , Pegon:    , translit. Kuth  Sur b y ; pengucapan bahasa Jawa: [ku  sur b j ]; pelafalan dalam bahasa Indonesia: [sura baja] ) adalah ibu kota Provinsi Jawa Timur yang menjadi pusat pemerintahan dan perekonomian sekaligus kota terbesar di provinsi tersebut."
wisata religi,Masjid Al-Akbar Surabaya,-7.2580747,112.6782978,"Masjid Al-Akbar, Jalan Balongsari Krajan I, RW 07, Balongsari, Tandes, Surabaya, Jawa Timur, Jawa, 60184, Indonesia",Jawa Timur,Surabaya,"Masjid Al-Akbar Surabaya, Surabaya, Jawa Timur",gambar_wisata/Masjid_Al-Akbar_Surabaya,"Masjid Nasional Al-Akbar Surabaya, juga dikenal sebagai Masjid Al-Akbar (bahasa Arab:    ; bahasa Jawa:  ), atau Masjid  Agung Al Akbar Surabaya (bahasa Arab:          ) adalah sebuah masjid nasional yang berada di kota Surabaya, Provinsi Jawa Timur, Indonesia. Ini adalah masjid terbesar kedua di Indonesia setelah Masjid Istiqlal di Jakarta dalam hal kapasitas maksimum."
